dataset,grouping,subID,condition,ct_slope,sdi_slope,n_trials
experiment2_fixed,current_coherence_label,551900,Low,-0.5639838018004286,0.08215453518242224,113
experiment2_fixed,current_coherence_label,555268,High,-0.3792769462694624,0.04750599078718053,102
experiment2_fixed,current_coherence_label,555268,Low,-0.46874487331957865,0.0982689267363647,105
experiment2_fixed,current_coherence_label,611856,High,-0.1988931216788105,0.02806174031367403,115
experiment2_fixed,current_coherence_label,611856,Low,-0.2987372661188285,0.06196920161265495,114
experiment2_fixed,current_coherence_label,624708,High,-0.5855476970319617,0.095536836923024,95
experiment2_fixed,current_coherence_label,624708,Low,-0.6893321948120581,0.2691417309509443,97
experiment2_fixed,current_coherence_label,742322,High,-0.6040810044570741,0.11817718860315866,110
experiment2_fixed,current_coherence_label,742322,Low,-0.7090180886171824,0.1767372409651588,104
experiment2_fixed,current_coherence_label,753780,High,-0.4669938780930063,0.07464574172757021,95
experiment2_fixed,current_coherence_label,753780,Low,-0.7217980001993674,-0.029427644995321606,96
experiment2_fixed,current_coherence_label,815266,High,-0.5042728361687446,0.10568016616184411,113
experiment2_fixed,current_coherence_label,815266,Low,-0.49260969736482335,0.04470107009228767,115
experiment2_fixed,current_coherence_label,885939,High,-0.4150931311057228,0.19953849934124765,103
experiment2_fixed,current_coherence_label,885939,Low,-0.3436334015090442,0.22688147711197984,101
experiment2_fixed,current_coherence_label,898122,High,-0.7444060181402954,-0.03119520354030394,94
experiment2_fixed,current_coherence_label,898122,Low,-0.7913251052324911,-0.1690918864601966,106
experiment2_fixed,same_switch_label,002046,Same,-0.5632137265462673,0.08563536081685177,94
experiment2_fixed,same_switch_label,002046,Switch,-0.627188663282112,-1.9514552353588205e-05,128
experiment2_fixed,same_switch_label,062573,Same,-0.6574369915013116,0.11960664630197862,108
experiment2_fixed,same_switch_label,062573,Switch,-0.550032402567056,0.10638383865008118,113
experiment2_fixed,same_switch_label,082622,Same,-0.4151795789327131,0.09657846732884225,101
experiment2_fixed,same_switch_label,082622,Switch,-0.3498625934132007,0.0750094060114501,129
experiment2_fixed,same_switch_label,118354,Same,-0.20939702169739954,0.11031203536734374,90
experiment2_fixed,same_switch_label,118354,Switch,-0.2581682732666989,0.028535384862107317,117
experiment2_fixed,same_switch_label,169207,Same,-0.4306473495942967,0.12085334572185735,103
experiment2_fixed,same_switch_label,169207,Switch,-0.3449056336090572,0.04812780068419269,122
experiment2_fixed,same_switch_label,183923,Same,-0.07888637848676079,0.02129903648218885,94
experiment2_fixed,same_switch_label,183923,Switch,-0.30493496675498144,0.026214678545997763,119
experiment2_fixed,same_switch_label,184189,Same,-0.41164763473725613,0.1894854444285226,92
experiment2_fixed,same_switch_label,184189,Switch,-0.357829981197628,0.13664855363905531,115
experiment2_fixed,same_switch_label,189058,Same,-0.42300178797960364,0.20455703441671544,97
experiment2_fixed,same_switch_label,189058,Switch,-0.4876370874419615,0.18592423887731488,123
experiment2_fixed,same_switch_label,194491,Same,-0.7684179736627589,0.06362753618501629,87
experiment2_fixed,same_switch_label,194491,Switch,-0.766774042025621,0.14006649936965404,111
experiment2_fixed,same_switch_label,203316,Same,-0.446017349701162,0.0816141718556237,108
experiment2_fixed,same_switch_label,203316,Switch,-0.43842871042691234,0.029484699974317973,113
experiment2_fixed,same_switch_label,298043,Same,-0.4934317947553201,0.05368883197077334,102
experiment2_fixed,same_switch_label,298043,Switch,-0.5031796780436775,0.03793103062202138,112
experiment2_fixed,same_switch_label,372056,Same,-0.6574674900365977,0.21614479248419302,94
experiment2_fixed,same_switch_label,372056,Switch,-0.6266701062549107,0.2071500774925571,92
experiment2_fixed,same_switch_label,469417,Same,-0.34755036638591075,0.1771968624865898,98
experiment2_fixed,same_switch_label,469417,Switch,-0.4419679534428036,0.13612634324916079,103
experiment2_fixed,same_switch_label,551900,Same,-0.4690383681053499,0.07240567451063386,113
experiment2_fixed,same_switch_label,551900,Switch,-0.5530281745347612,0.0633995057298902,111
experiment2_fixed,same_switch_label,555268,Same,-0.4104756316807381,0.08113700449775592,99
experiment2_fixed,same_switch_label,555268,Switch,-0.4554734077309508,0.10588704181800596,108
experiment2_fixed,same_switch_label,611856,Same,-0.21738533135305602,0.10923044905364501,97
experiment2_fixed,same_switch_label,611856,Switch,-0.264192544515939,-0.00958648503782996,132
experiment2_fixed,same_switch_label,624708,Same,-0.6011055761768178,0.24756234182554404,92
experiment2_fixed,same_switch_label,624708,Switch,-0.6693736669730919,0.11821247081648302,100
experiment2_fixed,same_switch_label,742322,Same,-0.7362105563687936,0.155313384633787,109
experiment2_fixed,same_switch_label,742322,Switch,-0.5678057784301164,0.13245362513807288,105
experiment2_fixed,same_switch_label,753780,Same,-0.6268640183371706,-0.029162936086686783,91
experiment2_fixed,same_switch_label,753780,Switch,-0.6083138996241032,0.040374652439760114,100
experiment2_fixed,same_switch_label,815266,Same,-0.5097385504442092,0.05982459963083941,105
experiment2_fixed,same_switch_label,815266,Switch,-0.4774133653857122,0.08480723912747243,123
experiment2_fixed,same_switch_label,885939,Same,-0.45580611848799646,0.17270928042912967,97
experiment2_fixed,same_switch_label,885939,Switch,-0.32728265303443044,0.2203075982568427,107
experiment2_fixed,same_switch_label,898122,Same,-0.7720804540053611,-0.036597173481198814,94
experiment2_fixed,same_switch_label,898122,Switch,-0.7678673213647932,-0.154162530291954,106
